date,word,frequency
10/31/00,knicks,0
10/31/00,lieberman,0
10/31/00,statue,0
10/31/00,teacher,11
10/31/00,mets,6
10/31/00,cheney,0
10/31/00,clinton,0
10/31/00,school,72
10/31/00,airline,5
10/31/00,oil,44
10/31/00,immigrant,18
10/31/00,drug,38
10/31/00,israel,0
10/31/00,euro,31
10/31/00,stock,68
10/31/00,deng,0
10/31/00,missile,14
10/31/00,lehrer,0
10/31/00,jones,0
10/31/00,company,122
10/31/00,walker,0
10/30/00,debate,38
10/30/00,defense,40
10/30/00,print,21
10/30/00,judge,17
10/30/00,planet,2
10/30/00,game,171
10/30/00,lazio,0
10/30/00,convention,11
10/30/00,china,2
10/30/00,clancy,0
10/30/00,voter,85
10/30/00,cardenas,0
10/30/00,fund,79
10/30/00,party,54
10/30/00,river,10
10/30/00,gore,0
10/30/00,doughnut,0
10/30/00,campaign,155
10/30/00,plan,94
10/30/00,tire,49
10/30/00,mccain,0
10/30/00,carbon,3
10/30/00,speech,17
10/30/00,pressman,0
10/30/00,bush,1
10/30/00,tax,31
10/30/00,cut,119
10/30/00,bill,84
10/30/00,delegate,2
10/30/00,knicks,0
10/30/00,lieberman,0
10/30/00,statue,0
10/30/00,teacher,61
10/30/00,mets,0
10/30/00,cheney,0
10/30/00,clinton,0
10/30/00,school,172
10/30/00,airline,2
10/30/00,oil,20
10/30/00,immigrant,0
10/30/00,drug,36
10/30/00,israel,0
10/30/00,euro,0
10/30/00,stock,38
10/30/00,deng,0
10/30/00,missile,10
10/30/00,lehrer,0
10/30/00,jones,0
10/30/00,company,84
10/30/00,walker,0
10/08/00,debate,171
10/08/00,defense,40
10/08/00,print,48
10/08/00,judge,78
10/08/00,planet,4
10/08/00,game,320
10/08/00,lazio,0
10/08/00,convention,34
10/08/00,china,16
10/08/00,clancy,0
10/08/00,voter,72
10/08/00,cardenas,0
10/08/00,fund,522
10/08/00,party,94
10/08/00,river,39
10/08/00,gore,1
10/08/00,doughnut,0
10/08/00,campaign,201
10/08/00,plan,394
10/08/00,tire,213
10/08/00,mccain,0
10/08/00,carbon,3
10/08/00,speech,30
10/08/00,pressman,0
10/08/00,bush,6
10/08/00,tax,203
10/08/00,cut,407
10/08/00,bill,140
10/08/00,delegate,6
10/08/00,knicks,0
10/08/00,lieberman,0
10/08/00,statue,5
10/08/00,teacher,73
10/08/00,mets,2
10/08/00,cheney,0
10/08/00,clinton,0
10/08/00,school,321
10/08/00,airline,12
10/08/00,oil,184
10/08/00,immigrant,22
10/08/00,drug,131
10/08/00,israel,0
10/08/00,euro,24
10/08/00,stock,224
10/08/00,deng,0
10/08/00,missile,1
10/08/00,lehrer,0
10/08/00,jones,0
10/08/00,company,351
10/08/00,walker,5
10/01/00,debate,154
10/01/00,defense,75
10/01/00,print,82
10/01/00,judge,62
10/01/00,planet,2
10/01/00,game,345
10/01/00,lazio,0
10/01/00,convention,30
10/01/00,china,11
10/01/00,clancy,0
10/01/00,voter,66
10/01/00,cardenas,0
10/01/00,fund,155
10/01/00,party,112
10/01/00,river,98
10/01/00,gore,1
10/01/00,doughnut,4
10/01/00,campaign,241
10/01/00,plan,385
10/01/00,tire,224
10/01/00,mccain,0
10/01/00,carbon,0
10/01/00,speech,40
10/01/00,pressman,2
10/01/00,bush,3
10/01/00,tax,156
10/01/00,cut,399
10/01/00,bill,160
10/01/00,delegate,4
10/01/00,knicks,0
10/01/00,lieberman,0
10/01/00,statue,5
10/01/00,teacher,78
10/01/00,mets,5
10/01/00,cheney,0
10/01/00,clinton,0
10/01/00,school,298
10/01/00,airline,20
10/01/00,oil,122
10/01/00,immigrant,43
10/01/00,drug,189
10/01/00,israel,0
10/01/00,euro,24
10/01/00,stock,115
10/01/00,deng,0
10/01/00,missile,1
10/01/00,lehrer,0
10/01/00,jones,0
10/01/00,company,305
10/01/00,walker,0
10/06/00,debate,107
10/06/00,defense,42
10/06/00,print,49
10/06/00,judge,24
10/06/00,planet,0
10/06/00,game,170
10/06/00,lazio,0
10/06/00,convention,18
10/06/00,china,1
10/06/00,clancy,0
10/06/00,voter,35
10/06/00,cardenas,0
10/06/00,fund,50
10/06/00,party,50
10/06/00,river,21
10/06/00,gore,0
10/06/00,doughnut,2
10/06/00,campaign,111
10/06/00,plan,159
10/06/00,tire,86
10/06/00,mccain,0
10/06/00,carbon,1
10/06/00,speech,25
10/06/00,pressman,0
10/06/00,bush,7
10/06/00,tax,206
10/06/00,cut,221
10/06/00,bill,126
10/06/00,delegate,1
10/06/00,knicks,0
10/06/00,lieberman,0
10/06/00,statue,5
10/06/00,teacher,11
10/06/00,mets,1
10/06/00,cheney,0
10/06/00,clinton,0
10/06/00,school,82
10/06/00,airline,7
10/06/00,oil,48
10/06/00,immigrant,12
10/06/00,drug,87
10/06/00,israel,0
10/06/00,euro,25
10/06/00,stock,28
10/06/00,deng,0
10/06/00,missile,1
10/06/00,lehrer,0
10/06/00,jones,0
10/06/00,company,134
10/06/00,walker,0
10/24/00,debate,31
10/24/00,defense,39
10/24/00,print,12
10/24/00,judge,18
10/24/00,planet,8
10/24/00,game,240
10/24/00,lazio,0
10/24/00,convention,18
10/24/00,china,0
10/24/00,clancy,0
10/24/00,voter,47
10/24/00,cardenas,0
10/24/00,fund,22
10/24/00,party,35
10/24/00,river,15
10/24/00,gore,0
10/24/00,doughnut,1
10/24/00,campaign,150
10/24/00,plan,235
10/24/00,tire,69
10/24/00,mccain,0
10/24/00,carbon,7
10/24/00,speech,22
10/24/00,pressman,0
10/24/00,bush,2
10/24/00,tax,55
10/24/00,cut,197
10/24/00,bill,176
10/24/00,delegate,7
10/24/00,knicks,0
10/24/00,lieberman,0
10/24/00,statue,5
10/24/00,teacher,33
10/24/00,mets,3
10/24/00,cheney,0
10/24/00,clinton,1
10/24/00,school,68
10/24/00,airline,20
10/24/00,oil,15
10/24/00,immigrant,2
10/24/00,drug,53
10/24/00,israel,0
10/24/00,euro,16
10/24/00,stock,43
10/24/00,deng,0
10/24/00,missile,12
10/24/00,lehrer,0
10/24/00,jones,0
10/24/00,company,215
10/24/00,walker,0
10/23/00,debate,66
10/23/00,defense,29
10/23/00,print,48
10/23/00,judge,28
10/23/00,planet,2
10/23/00,game,211
10/23/00,lazio,0
10/23/00,convention,7
10/23/00,china,0
10/23/00,clancy,0
10/23/00,voter,70
10/23/00,cardenas,0
10/23/00,fund,25
10/23/00,party,31
10/23/00,river,14
10/23/00,gore,0
10/23/00,doughnut,0
10/23/00,campaign,140
10/23/00,plan,136
10/23/00,tire,54
10/23/00,mccain,0
10/23/00,carbon,0
10/23/00,speech,24
10/23/00,pressman,0
10/23/00,bush,4
10/23/00,tax,42
10/23/00,cut,192
10/23/00,bill,79
10/23/00,delegate,2
10/23/00,knicks,0
10/23/00,lieberman,0
10/23/00,statue,1
10/23/00,teacher,63
10/23/00,mets,0
10/23/00,cheney,0
10/23/00,clinton,0
10/23/00,school,90
10/23/00,airline,5
10/23/00,oil,16
10/23/00,immigrant,4
10/23/00,drug,17
10/23/00,israel,0
10/23/00,euro,1
10/23/00,stock,85
10/23/00,deng,0
10/23/00,missile,7
10/23/00,lehrer,0
10/23/00,jones,0
10/23/00,company,203
10/23/00,walker,0
10/15/00,debate,90
10/15/00,defense,40
10/15/00,print,47
10/15/00,judge,37
10/15/00,planet,4
10/15/00,game,289
10/15/00,lazio,0
10/15/00,convention,23
10/15/00,china,8
10/15/00,clancy,0
10/15/00,voter,56
10/15/00,cardenas,0
10/15/00,fund,133
10/15/00,party,105
10/15/00,river,56
10/15/00,gore,2
10/15/00,doughnut,2
10/15/00,campaign,181
10/15/00,plan,530
10/15/00,tire,189
10/15/00,mccain,0
10/15/00,carbon,11
10/15/00,speech,32
10/15/00,pressman,0
10/15/00,bush,6
10/15/00,tax,138
10/15/00,cut,369
10/15/00,bill,208
10/15/00,delegate,2
10/15/00,knicks,0
10/15/00,lieberman,0
10/15/00,statue,19
10/15/00,teacher,59
10/15/00,mets,5
10/15/00,cheney,0
10/15/00,clinton,0
10/15/00,school,405
10/15/00,airline,13
10/15/00,oil,226
10/15/00,immigrant,26
10/15/00,drug,78
10/15/00,israel,1
10/15/00,euro,21
10/15/00,stock,204
10/15/00,deng,0
10/15/00,missile,6
10/15/00,lehrer,0
10/15/00,jones,0
10/15/00,company,228
10/15/00,walker,0
10/12/00,debate,128
10/12/00,defense,11
10/12/00,print,20
10/12/00,judge,48
10/12/00,planet,3
10/12/00,game,181
10/12/00,lazio,0
10/12/00,convention,14
10/12/00,china,0
10/12/00,clancy,0
10/12/00,voter,51
10/12/00,cardenas,0
10/12/00,fund,68
10/12/00,party,49
10/12/00,river,31
10/12/00,gore,0
10/12/00,doughnut,1
10/12/00,campaign,107
10/12/00,plan,239
10/12/00,tire,94
10/12/00,mccain,0
10/12/00,carbon,17
10/12/00,speech,21
10/12/00,pressman,0
10/12/00,bush,6
10/12/00,tax,150
10/12/00,cut,253
10/12/00,bill,229
10/12/00,delegate,5
10/12/00,knicks,0
10/12/00,lieberman,0
10/12/00,statue,1
10/12/00,teacher,32
10/12/00,mets,0
10/12/00,cheney,0
10/12/00,clinton,0
10/12/00,school,121
10/12/00,airline,9
10/12/00,oil,46
10/12/00,immigrant,5
10/12/00,drug,84
10/12/00,israel,2
10/12/00,euro,21
10/12/00,stock,86
10/12/00,deng,0
10/12/00,missile,3
10/12/00,lehrer,0
10/12/00,jones,0
10/12/00,company,195
10/12/00,walker,2
10/13/00,debate,149
10/13/00,defense,35
10/13/00,print,37
10/13/00,judge,23
10/13/00,planet,3
10/13/00,game,153
10/13/00,lazio,0
10/13/00,convention,17
10/13/00,china,1
10/13/00,clancy,0
10/13/00,voter,26
10/13/00,cardenas,0
10/13/00,fund,81
10/13/00,party,47
10/13/00,river,42
10/13/00,gore,0
10/13/00,doughnut,0
10/13/00,campaign,154
10/13/00,plan,211
10/13/00,tire,80
10/13/00,mccain,0
10/13/00,carbon,5
10/13/00,speech,14
10/13/00,pressman,0
10/13/00,bush,3
10/13/00,tax,67
10/13/00,cut,225
10/13/00,bill,147
10/13/00,delegate,0
10/13/00,knicks,0
10/13/00,lieberman,0
10/13/00,statue,3
10/13/00,teacher,26
10/13/00,mets,3
10/13/00,cheney,0
10/13/00,clinton,0
10/13/00,school,83
10/13/00,airline,1
10/13/00,oil,86
10/13/00,immigrant,5
10/13/00,drug,39
10/13/00,israel,0
10/13/00,euro,12
10/13/00,stock,88
10/13/00,deng,2
10/13/00,missile,15
10/13/00,lehrer,0
10/13/00,jones,0
10/13/00,company,203
10/13/00,walker,0
10/14/00,debate,47
10/14/00,defense,44
10/14/00,print,13
10/14/00,judge,8
10/14/00,planet,0
10/14/00,game,184
10/14/00,lazio,0
10/14/00,convention,8
10/14/00,china,1
10/14/00,clancy,0
10/14/00,voter,26
10/14/00,cardenas,0
10/14/00,fund,35
10/14/00,party,31
10/14/00,river,5
10/14/00,gore,0
10/14/00,doughnut,0
10/14/00,campaign,124
10/14/00,plan,124
10/14/00,tire,42
10/14/00,mccain,0
10/14/00,carbon,0
10/14/00,speech,11
10/14/00,pressman,0
10/14/00,bush,8
10/14/00,tax,70
10/14/00,cut,119
10/14/00,bill,79
10/14/00,delegate,0
10/14/00,knicks,0
10/14/00,lieberman,0
10/14/00,statue,0
10/14/00,teacher,24
10/14/00,mets,6
10/14/00,cheney,0
10/14/00,clinton,0
10/14/00,school,97
10/14/00,airline,1
10/14/00,oil,91
10/14/00,immigrant,27
10/14/00,drug,17
10/14/00,israel,1
10/14/00,euro,7
10/14/00,stock,53
10/14/00,deng,0
10/14/00,missile,8
10/14/00,lehrer,0
10/14/00,jones,0
10/14/00,company,107
10/14/00,walker,0
10/22/00,debate,73
10/22/00,defense,44
10/22/00,print,54
10/22/00,judge,69
10/22/00,planet,6
10/22/00,game,306
10/22/00,lazio,0
10/22/00,convention,32
10/22/00,china,8
10/22/00,clancy,0
10/22/00,voter,109
10/22/00,cardenas,0
10/22/00,fund,207
10/22/00,party,119
10/22/00,river,113
10/22/00,gore,0
10/22/00,doughnut,2
10/22/00,campaign,258
10/22/00,plan,410
10/22/00,tire,212
10/22/00,mccain,0
10/22/00,carbon,3
10/22/00,speech,46
10/22/00,pressman,0
10/22/00,bush,11
10/22/00,tax,267
10/22/00,cut,406
10/22/00,bill,156
10/22/00,delegate,5
10/22/00,knicks,0
10/22/00,lieberman,0
10/22/00,statue,5
10/22/00,teacher,50
10/22/00,mets,5
10/22/00,cheney,0
10/22/00,clinton,0
10/22/00,school,342
10/22/00,airline,19
10/22/00,oil,139
10/22/00,immigrant,115
10/22/00,drug,50
10/22/00,israel,5
10/22/00,euro,21
10/22/00,stock,92
10/22/00,deng,2
10/22/00,missile,13
10/22/00,lehrer,0
10/22/00,jones,0
10/22/00,company,278
10/22/00,walker,1
10/25/00,debate,24
10/25/00,defense,24
10/25/00,print,30
10/25/00,judge,51
10/25/00,planet,1
10/25/00,game,269
10/25/00,lazio,0
10/25/00,convention,5
10/25/00,china,0
10/25/00,clancy,0
10/25/00,voter,88
10/25/00,cardenas,0
10/25/00,fund,59
10/25/00,party,45
10/25/00,river,21
10/25/00,gore,1
10/25/00,doughnut,1
10/25/00,campaign,187
10/25/00,plan,255
10/25/00,tire,81
10/25/00,mccain,0
10/25/00,carbon,2
10/25/00,speech,16
10/25/00,pressman,0
10/25/00,bush,3
10/25/00,tax,75
10/25/00,cut,315
10/25/00,bill,199
10/25/00,delegate,0
10/25/00,knicks,0
10/25/00,lieberman,0
10/25/00,statue,0
10/25/00,teacher,28
10/25/00,mets,1
10/25/00,cheney,0
10/25/00,clinton,0
10/25/00,school,175
10/25/00,airline,11
10/25/00,oil,48
10/25/00,immigrant,6
10/25/00,drug,48
10/25/00,israel,0
10/25/00,euro,17
10/25/00,stock,126
10/25/00,deng,0
10/25/00,missile,27
10/25/00,lehrer,0
10/25/00,jones,0
10/25/00,company,386
10/25/00,walker,0
07/03/00,debate,21
07/03/00,defense,3
07/03/00,print,49
07/03/00,judge,11
07/03/00,planet,2
07/03/00,game,104
07/03/00,lazio,0
07/03/00,convention,13
07/03/00,china,0
07/03/00,clancy,0
07/03/00,voter,64
07/03/00,cardenas,0
07/03/00,fund,16
07/03/00,party,87
07/03/00,river,11
07/03/00,gore,0
07/03/00,doughnut,2
07/03/00,campaign,48
07/03/00,plan,111
07/03/00,tire,34
07/03/00,mccain,0
07/03/00,carbon,0
07/03/00,speech,13
07/03/00,pressman,0
07/03/00,bush,3
07/03/00,tax,26
07/03/00,cut,145
07/03/00,bill,40
07/03/00,delegate,2
07/03/00,knicks,0
07/03/00,lieberman,0
07/03/00,statue,2
07/03/00,teacher,66
07/03/00,mets,1
07/03/00,cheney,0
07/03/00,clinton,0
07/03/00,school,170
07/03/00,airline,0
07/03/00,oil,27
07/03/00,immigrant,17
07/03/00,drug,8
07/03/00,israel,0
07/03/00,euro,0
07/03/00,stock,34
07/03/00,deng,0
07/03/00,missile,5
07/03/00,lehrer,0
07/03/00,jones,0
07/03/00,company,92
07/03/00,walker,0
07/04/00,debate,19
07/04/00,defense,25
07/04/00,print,25
07/04/00,judge,16
07/04/00,planet,2
07/04/00,game,82
07/04/00,lazio,0
07/04/00,convention,13
07/04/00,china,0
07/04/00,clancy,0
07/04/00,voter,26
07/04/00,cardenas,0
07/04/00,fund,21
07/04/00,party,126
07/04/00,river,22
07/04/00,gore,0
07/04/00,doughnut,0
07/04/00,campaign,58
07/04/00,plan,128
07/04/00,tire,43
07/04/00,mccain,0
07/04/00,carbon,1
07/04/00,speech,13
07/04/00,pressman,0
07/04/00,bush,4
07/04/00,tax,29
07/04/00,cut,129
07/04/00,bill,80
07/04/00,delegate,3
07/04/00,knicks,0
07/04/00,lieberman,0
07/04/00,statue,4
07/04/00,teacher,22
07/04/00,mets,0
07/04/00,cheney,0
07/04/00,clinton,0
07/04/00,school,46
07/04/00,airline,3
07/04/00,oil,58
07/04/00,immigrant,28
07/04/00,drug,70
07/04/00,israel,0
07/04/00,euro,1
07/04/00,stock,42
07/04/00,deng,0
07/04/00,missile,7
07/04/00,lehrer,0
07/04/00,jones,0
07/04/00,company,108
07/04/00,walker,0
07/05/00,debate,13
07/05/00,defense,20
07/05/00,print,32
07/05/00,judge,27
07/05/00,planet,0
07/05/00,game,84
07/05/00,lazio,0
07/05/00,convention,36
07/05/00,china,0
07/05/00,clancy,0
07/05/00,voter,19
07/05/00,cardenas,0
07/05/00,fund,25
07/05/00,party,58
07/05/00,river,19
07/05/00,gore,0
07/05/00,doughnut,1
07/05/00,campaign,47
07/05/00,plan,129
07/05/00,tire,56
07/05/00,mccain,0
07/05/00,carbon,0
07/05/00,speech,6
07/05/00,pressman,0
07/05/00,bush,2
07/05/00,tax,26
07/05/00,cut,160
07/05/00,bill,64
07/05/00,delegate,4
07/05/00,knicks,0
07/05/00,lieberman,0
07/05/00,statue,6
07/05/00,teacher,75
07/05/00,mets,0
07/05/00,cheney,0
07/05/00,clinton,0
07/05/00,school,241
07/05/00,airline,27
07/05/00,oil,69
07/05/00,immigrant,14
07/05/00,drug,18
07/05/00,israel,0
07/05/00,euro,1
07/05/00,stock,12
07/05/00,deng,0
07/05/00,missile,43
07/05/00,lehrer,0
07/05/00,jones,0
07/05/00,company,73
07/05/00,walker,1
07/02/00,debate,39
07/02/00,defense,33
07/02/00,print,64
07/02/00,judge,49
07/02/00,planet,3
07/02/00,game,220
07/02/00,lazio,0
07/02/00,convention,50
07/02/00,china,6
07/02/00,clancy,0
07/02/00,voter,44
07/02/00,cardenas,0
07/02/00,fund,154
07/02/00,party,160
07/02/00,river,96
07/02/00,gore,0
07/02/00,doughnut,3
07/02/00,campaign,118
07/02/00,plan,432
07/02/00,tire,212
07/02/00,mccain,0
07/02/00,carbon,0
07/02/00,speech,29
07/02/00,pressman,0
07/02/00,bush,8
07/02/00,tax,188
07/02/00,cut,352
07/02/00,bill,174
07/02/00,delegate,2
07/02/00,knicks,0
07/02/00,lieberman,0
07/02/00,statue,11
07/02/00,teacher,78
07/02/00,mets,2
07/02/00,cheney,0
07/02/00,clinton,0
07/02/00,school,339
07/02/00,airline,7
07/02/00,oil,167
07/02/00,immigrant,27
07/02/00,drug,100
07/02/00,israel,0
07/02/00,euro,14
07/02/00,stock,118
07/02/00,deng,0
07/02/00,missile,35
07/02/00,lehrer,0
07/02/00,jones,0
07/02/00,company,306
07/02/00,walker,3
07/20/00,debate,14
07/20/00,defense,31
07/20/00,print,25
07/20/00,judge,7
07/20/00,planet,5
07/20/00,game,122
07/20/00,lazio,0
07/20/00,convention,52
07/20/00,china,3
07/20/00,clancy,0
07/20/00,voter,19
07/20/00,cardenas,0
07/20/00,fund,36
07/20/00,party,48
07/20/00,river,19
07/20/00,gore,0
07/20/00,doughnut,0
07/20/00,campaign,117
07/20/00,plan,225
07/20/00,tire,77
07/20/00,mccain,0
07/20/00,carbon,3
07/20/00,speech,10
07/20/00,pressman,0
07/20/00,bush,6
07/20/00,tax,99
07/20/00,cut,252
07/20/00,bill,219
07/20/00,delegate,8
07/20/00,knicks,0
07/20/00,lieberman,0
07/20/00,statue,2
07/20/00,teacher,28
07/20/00,mets,0
07/20/00,cheney,0
07/20/00,clinton,0
07/20/00,school,56
07/20/00,airline,19
07/20/00,oil,54
07/20/00,immigrant,2
07/20/00,drug,50
07/20/00,israel,0
07/20/00,euro,5
07/20/00,stock,66
07/20/00,deng,0
07/20/00,missile,28
07/20/00,lehrer,0
07/20/00,jones,0
07/20/00,company,198
07/20/00,walker,0
07/18/00,debate,15
07/18/00,defense,22
07/18/00,print,19
07/18/00,judge,26
07/18/00,planet,5
07/18/00,game,91
07/18/00,lazio,0
07/18/00,convention,27
07/18/00,china,0
07/18/00,clancy,0
07/18/00,voter,22
07/18/00,cardenas,0
07/18/00,fund,35
07/18/00,party,27
07/18/00,river,12
07/18/00,gore,0
07/18/00,doughnut,1
07/18/00,campaign,68
07/18/00,plan,159
07/18/00,tire,40
07/18/00,mccain,0
07/18/00,carbon,5
07/18/00,speech,14
07/18/00,pressman,0
07/18/00,bush,13
07/18/00,tax,69
07/18/00,cut,187
07/18/00,bill,135
07/18/00,delegate,4
07/18/00,knicks,0
07/18/00,lieberman,0
07/18/00,statue,0
07/18/00,teacher,29
07/18/00,mets,3
07/18/00,cheney,0
07/18/00,clinton,0
07/18/00,school,56
07/18/00,airline,11
07/18/00,oil,29
07/18/00,immigrant,24
07/18/00,drug,105
07/18/00,israel,0
07/18/00,euro,9
07/18/00,stock,52
07/18/00,deng,0
07/18/00,missile,8
07/18/00,lehrer,0
07/18/00,jones,0
07/18/00,company,170
07/18/00,walker,0
07/27/00,debate,19
07/27/00,defense,13
07/27/00,print,17
07/27/00,judge,30
07/27/00,planet,0
07/27/00,game,82
07/27/00,lazio,0
07/27/00,convention,15
07/27/00,china,0
07/27/00,clancy,0
07/27/00,voter,21
07/27/00,cardenas,0
07/27/00,fund,70
07/27/00,party,23
07/27/00,river,9
07/27/00,gore,0
07/27/00,doughnut,0
07/27/00,campaign,91
07/27/00,plan,199
07/27/00,tire,55
07/27/00,mccain,0
07/27/00,carbon,1
07/27/00,speech,18
07/27/00,pressman,0
07/27/00,bush,8
07/27/00,tax,74
07/27/00,cut,188
07/27/00,bill,102
07/27/00,delegate,3
07/27/00,knicks,0
07/27/00,lieberman,0
07/27/00,statue,14
07/27/00,teacher,15
07/27/00,mets,2
07/27/00,cheney,2
07/27/00,clinton,0
07/27/00,school,117
07/27/00,airline,16
07/27/00,oil,111
07/27/00,immigrant,3
07/27/00,drug,22
07/27/00,israel,0
07/27/00,euro,6
07/27/00,stock,32
07/27/00,deng,0
07/27/00,missile,9
07/27/00,lehrer,0
07/27/00,jones,0
07/27/00,company,200
07/27/00,walker,3
07/11/00,debate,23
07/11/00,defense,20
07/11/00,print,15
07/11/00,judge,11
07/11/00,planet,4
07/11/00,game,106
07/11/00,lazio,0
07/11/00,convention,32
07/11/00,china,0
07/11/00,clancy,0
07/11/00,voter,11
07/11/00,cardenas,0
07/11/00,fund,32
07/11/00,party,80
07/11/00,river,7
07/11/00,gore,0
07/11/00,doughnut,1
07/11/00,campaign,49
07/11/00,plan,148
07/11/00,tire,49
07/11/00,mccain,0
07/11/00,carbon,7
07/11/00,speech,44
07/11/00,pressman,0
07/11/00,bush,3
07/11/00,tax,20
07/11/00,cut,141
07/11/00,bill,63
07/11/00,delegate,7
07/11/00,knicks,0
07/11/00,lieberman,0
07/11/00,statue,1
07/11/00,teacher,25
07/11/00,mets,1
07/11/00,cheney,0
07/11/00,clinton,0
07/11/00,school,60
07/11/00,airline,14
07/11/00,oil,58
07/11/00,immigrant,10
07/11/00,drug,34
07/11/00,israel,0
07/11/00,euro,22
07/11/00,stock,82
07/11/00,deng,0
07/11/00,missile,8
07/11/00,lehrer,0
07/11/00,jones,0
07/11/00,company,136
07/11/00,walker,0
07/29/00,debate,12
07/29/00,defense,7
07/29/00,print,11
07/29/00,judge,43
07/29/00,planet,0
07/29/00,game,34
07/29/00,lazio,0
07/29/00,convention,54
07/29/00,china,0
07/29/00,clancy,0
07/29/00,voter,14
07/29/00,cardenas,0
07/29/00,fund,29
07/29/00,party,62
07/29/00,river,3
07/29/00,gore,0
07/29/00,doughnut,0
07/29/00,campaign,86
07/29/00,plan,183
07/29/00,tire,60
07/29/00,mccain,0
07/29/00,carbon,4
07/29/00,speech,8
07/29/00,pressman,0
07/29/00,bush,1
07/29/00,tax,48
07/29/00,cut,133
07/29/00,bill,82
07/29/00,delegate,10
07/29/00,knicks,0
07/29/00,lieberman,0
07/29/00,statue,0
07/29/00,teacher,13
07/29/00,mets,1
07/29/00,cheney,0
07/29/00,clinton,0
07/29/00,school,59
07/29/00,airline,10
07/29/00,oil,27
07/29/00,immigrant,20
07/29/00,drug,47
07/29/00,israel,0
07/29/00,euro,4
07/29/00,stock,46
07/29/00,deng,0
07/29/00,missile,1
07/29/00,lehrer,0
07/29/00,jones,0
07/29/00,company,119
07/29/00,walker,0
07/16/00,debate,31
07/16/00,defense,44
07/16/00,print,56
07/16/00,judge,24
07/16/00,planet,10
07/16/00,game,214
07/16/00,lazio,0
07/16/00,convention,56
07/16/00,china,0
07/16/00,clancy,0
07/16/00,voter,29
07/16/00,cardenas,0
07/16/00,fund,86
07/16/00,party,86
07/16/00,river,77
07/16/00,gore,0
07/16/00,doughnut,2
07/16/00,campaign,101
07/16/00,plan,452
07/16/00,tire,179
07/16/00,mccain,0
07/16/00,carbon,0
07/16/00,speech,21
07/16/00,pressman,0
07/16/00,bush,9
07/16/00,tax,147
07/16/00,cut,410
07/16/00,bill,129
07/16/00,delegate,6
07/16/00,knicks,0
07/16/00,lieberman,0
07/16/00,statue,4
07/16/00,teacher,58
07/16/00,mets,7
07/16/00,cheney,0
07/16/00,clinton,0
07/16/00,school,243
07/16/00,airline,29
07/16/00,oil,137
07/16/00,immigrant,31
07/16/00,drug,45
07/16/00,israel,0
07/16/00,euro,5
07/16/00,stock,139
07/16/00,deng,0
07/16/00,missile,33
07/16/00,lehrer,0
07/16/00,jones,0
07/16/00,company,347
07/16/00,walker,2
07/28/00,debate,23
07/28/00,defense,25
07/28/00,print,23
07/28/00,judge,32
07/28/00,planet,8
07/28/00,game,106
07/28/00,lazio,0
07/28/00,convention,41
07/28/00,china,6
07/28/00,clancy,0
07/28/00,voter,38
07/28/00,cardenas,0
07/28/00,fund,27
07/28/00,party,46
07/28/00,river,29
07/28/00,gore,1
07/28/00,doughnut,0
07/28/00,campaign,120
07/28/00,plan,190
07/28/00,tire,81
07/28/00,mccain,0
07/28/00,carbon,11
07/28/00,speech,19
07/28/00,pressman,0
07/28/00,bush,8
07/28/00,tax,82
07/28/00,cut,222
07/28/00,bill,149
07/28/00,delegate,3
07/28/00,knicks,0
07/28/00,lieberman,0
07/28/00,statue,7
07/28/00,teacher,13
07/28/00,mets,0
07/28/00,cheney,0
07/28/00,clinton,0
07/28/00,school,59
07/28/00,airline,11
07/28/00,oil,61
07/28/00,immigrant,8
07/28/00,drug,29
07/28/00,israel,0
07/28/00,euro,13
07/28/00,stock,44
07/28/00,deng,0
07/28/00,missile,5
07/28/00,lehrer,0
07/28/00,jones,0
07/28/00,company,165
07/28/00,walker,0
07/17/00,debate,19
07/17/00,defense,21
07/17/00,print,31
07/17/00,judge,20
07/17/00,planet,0
07/17/00,game,65
07/17/00,lazio,0
07/17/00,convention,25
07/17/00,china,0
07/17/00,clancy,0
07/17/00,voter,28
07/17/00,cardenas,0
07/17/00,fund,15
07/17/00,party,29
07/17/00,river,30
07/17/00,gore,0
07/17/00,doughnut,0
07/17/00,campaign,67
07/17/00,plan,88
07/17/00,tire,43
07/17/00,mccain,0
07/17/00,carbon,8
07/17/00,speech,9
07/17/00,pressman,0
07/17/00,bush,1
07/17/00,tax,126
07/17/00,cut,172
07/17/00,bill,77
07/17/00,delegate,0
07/17/00,knicks,0
07/17/00,lieberman,0
07/17/00,statue,1
07/17/00,teacher,15
07/17/00,mets,2
07/17/00,cheney,0
07/17/00,clinton,0
07/17/00,school,43
07/17/00,airline,1
07/17/00,oil,13
07/17/00,immigrant,36
07/17/00,drug,27
07/17/00,israel,0
07/17/00,euro,4
07/17/00,stock,33
07/17/00,deng,0
07/17/00,missile,0
07/17/00,lehrer,0
07/17/00,jones,0
07/17/00,company,119
07/17/00,walker,0
07/10/00,debate,13
07/10/00,defense,28
07/10/00,print,77
07/10/00,judge,8
07/10/00,planet,1
07/10/00,game,121
07/10/00,lazio,0
07/10/00,convention,13
07/10/00,china,2
07/10/00,clancy,0
07/10/00,voter,19
07/10/00,cardenas,0
07/10/00,fund,9
07/10/00,party,37
07/10/00,river,30
07/10/00,gore,0
07/10/00,doughnut,0
07/10/00,campaign,31
07/10/00,plan,107
